Time(s),Time(ms),AccelX,AccelY,AccelZ,GyroX,GyroY,GyroZ
2.060,918640,-0.043096,7.704541,5.592855,-0.854012,-1.174567,-1.527629
2.080,918660,-1.029507,7.503428,5.655105,-0.900510,-1.321920,-1.552677
2.100,918680,-1.666364,7.469909,5.760449,-0.962462,-1.403724,-1.604371
2.120,918700,-1.742979,7.900866,5.731719,-0.957133,-1.482464,-1.739201
2.140,918720,-1.790863,8.374918,5.712565,-0.923959,-1.523366,-1.674583
2.160,918740,-1.762132,8.705317,5.468357,-0.818040,-1.484862,-1.471139
2.180,918760,-2.346318,7.862558,5.516241,-0.655897,-1.448223,-1.401593
2.200,918780,-3.150769,6.780379,5.932832,-0.536789,-1.382674,-1.475936
2.220,918800,-3.093309,6.981492,6.200983,-0.512141,-1.249043,-1.439697
2.240,918820,-2.801216,8.034941,6.028600,-0.441928,-1.056524,-1.144323
2.260,918840,-2.552219,8.413225,6.153099,-0.253406,-0.860674,-0.875862
2.280,918860,-2.054225,7.934384,6.607996,-0.042368,-0.773141,-0.851881
2.300,918880,-1.417367,7.546524,7.211336,-0.018386,-0.787263,-0.909836
2.320,918900,-1.292869,7.187394,7.053318,-0.093662,-0.765813,-0.976319
2.340,918920,-3.280056,5.904101,6.766014,-0.190254,-0.575825,-1.061320
2.360,918940,-4.146757,5.884948,7.340622,-0.363855,-0.282051,-1.198815
2.380,918960,-2.667141,6.799533,7.479486,-0.544649,-0.012790,-1.223995
2.400,918980,-1.441309,7.110779,7.374141,-0.483363,-0.036505,-1.048930
2.420,919000,-1.465251,7.785944,7.283162,-0.336409,-0.209573,-0.835493
2.440,919020,-2.049437,6.497863,7.948750,-0.286980,-0.193319,-0.722113
2.460,919040,-3.069367,5.602432,8.657434,-0.437931,-0.255671,-0.760884
2.480,919060,-2.580950,6.373365,8.499416,-0.471372,-0.268061,-0.848816
2.500,919080,-1.872266,6.698977,7.814674,-0.329348,-0.292043,-0.720648
2.520,919100,-1.752556,6.359000,7.527370,-0.218632,-0.352663,-0.585818
2.540,919120,-2.130840,5.626374,7.757214,-0.211838,-0.423809,-0.637911
2.560,919140,-2.207454,4.443638,8.293514,-0.283116,-0.449789,-0.847351
2.580,919160,-1.264138,4.434062,8.748413,-0.346002,-0.644173,-1.077708
2.600,919180,-1.321599,4.357447,8.394072,-0.452720,-0.881058,-1.208674
2.620,919200,-2.389413,4.156334,8.106767,-0.563568,-0.999767,-1.349233
2.640,919220,-3.045424,3.605668,8.197746,-0.624055,-1.044799,-1.562136
2.660,919240,-3.045424,3.490746,8.844181,-0.755554,-1.196017,-1.666456
2.680,919260,-3.533842,3.821146,9.155427,-0.871865,-1.346302,-1.673917
2.700,919280,-4.218584,4.027047,8.858546,-0.869334,-1.423043,-1.703761
2.720,919300,-4.419696,4.285621,9.078813,-0.847084,-1.557873,-1.773441
2.740,919320,-4.970363,5.238513,8.638280,-0.805649,-1.553343,-1.669787
2.760,919340,-6.110003,6.579266,7.723695,-0.693469,-1.220798,-1.364554
2.780,919360,-6.651093,7.637504,6.962338,-0.536789,-0.566499,-0.891850
2.800,919380,-6.928820,7.541735,6.856994,-0.322953,0.114712,-0.447390
2.820,919400,-6.545747,7.230489,7.354988,-0.163342,0.767279,-0.031443
2.840,919420,-5.803545,7.326257,7.532158,-0.049296,1.200680,0.354928
2.860,919440,-5.300763,7.220912,7.498640,0.067415,1.445559,0.714652
2.880,919460,-5.305551,6.330269,7.235278,0.116311,1.605969,1.026414
2.900,919480,-5.985504,5.190629,7.436390,0.061819,1.771709,1.252374
2.920,919500,-5.736507,4.874595,7.642292,-0.008527,1.933319,1.376812
2.940,919520,-5.176264,4.582502,8.121132,-0.102988,1.897746,1.380809
2.960,919540,-4.654328,4.477157,8.461109,-0.245545,1.693769,1.307265
2.980,919560,-4.601655,4.089296,8.398860,-0.363588,1.443827,1.160311
