Time(s),Time(ms),AccelX,AccelY,AccelZ,GyroX,GyroY,GyroZ
2.780,118640,7.733272,3.739743,5.856217,0.232089,-0.162809,0.386903
2.800,118660,7.278373,2.624045,6.090849,0.398894,-0.209839,0.053959
2.820,118680,6.904878,2.073379,6.186617,0.340006,-0.235553,-0.244346
2.840,118700,6.856994,1.781286,6.253655,0.234087,-0.239017,-0.453253
2.860,118720,7.048530,2.121263,5.913678,0.123639,-0.237152,-0.601273
2.880,118740,7.163452,2.671929,5.813122,0.045432,-0.266462,-0.751691
2.900,118760,7.345411,3.366248,5.817910,-0.031842,-0.323086,-0.957266
2.920,118780,7.795521,4.314352,5.822699,-0.103920,-0.333611,-1.162576
2.940,118800,8.427590,5.176264,5.779603,-0.118443,-0.304167,-1.268628
2.960,118820,8.317456,5.726931,5.583278,-0.124838,-0.171868,-1.178697
2.980,118840,7.484274,5.884948,5.305551,-0.093395,-0.068081,-0.956334
3.000,118860,6.880936,6.066907,5.157111,-0.081404,-0.020518,-0.846685
3.020,118880,6.584054,6.464345,5.090073,-0.084868,0.007727,-0.938081
3.040,118900,6.373365,6.914454,5.046977,-0.065283,0.046364,-1.024149
3.060,118920,6.253655,6.885724,5.137957,-0.011724,0.089798,-0.982847
3.080,118940,6.028600,6.651093,5.114015,-0.007861,0.144423,-0.847617
3.100,118960,5.688623,6.478710,5.190629,-0.068081,0.165740,-0.742231
3.120,118980,5.765238,6.708553,5.243302,-0.131499,0.170936,-0.684542
3.140,119000,6.502652,6.856994,5.114015,-0.129900,0.174666,-0.518003
3.160,119020,6.550536,6.780379,5.114015,-0.121374,0.203444,-0.285781
3.180,119040,6.028600,6.584054,5.401319,-0.121507,0.188122,-0.116977
3.200,119060,5.793968,6.354211,5.631162,-0.130567,0.158812,0.003331
3.220,119080,5.516241,6.167464,5.947197,-0.175998,0.190787,0.085934
3.240,119100,5.511452,6.033388,6.105214,-0.219432,0.197315,0.148420
3.260,119120,6.071695,5.937620,6.306327,-0.255937,0.205842,0.196783
3.280,119140,6.670246,5.750873,6.402095,-0.279386,0.253006,0.230090
3.300,119160,6.995857,5.817910,6.588843,-0.301103,0.311761,0.287247
3.320,119180,7.034164,5.837064,6.976704,-0.272191,0.405956,0.362389
3.340,119200,6.957550,5.406107,7.187394,-0.214769,0.482430,0.466176
3.360,119220,7.594408,5.267244,7.335834,-0.195850,0.448590,0.527995
3.380,119240,7.776367,4.869806,7.412448,-0.234221,0.531060,0.558772
3.400,119260,6.928820,4.501099,7.498640,-0.312161,0.581288,0.645905
3.420,119280,6.244078,4.108450,7.809886,-0.343337,0.580489,0.744763
3.440,119300,6.129156,3.883395,8.173804,-0.364787,0.584485,0.792060
3.460,119320,6.694188,3.830723,8.236053,-0.374380,0.543983,0.755554
3.480,119340,6.995857,3.758897,8.140285,-0.367052,0.501882,0.716784
3.500,119360,6.746861,3.581726,8.130709,-0.343337,0.425807,0.707724
3.520,119380,6.631939,3.452439,8.140285,-0.320155,0.319489,0.694534
3.540,119400,6.698977,3.605668,7.987057,-0.316025,0.244613,0.675749
3.560,119420,6.732495,3.725378,7.848193,-0.260067,0.185591,0.620458
3.580,119440,6.890512,3.792415,7.570466,-0.146288,0.133098,0.548646
3.600,119460,6.833052,3.749320,7.393295,-0.038104,0.104054,0.447657
3.620,119480,6.459556,3.749320,7.331046,0.037838,0.057023,0.270992
3.640,119500,6.229713,3.806781,7.364564,0.115112,-0.014256,0.044899
3.660,119520,6.177041,3.892972,7.196970,0.150685,-0.090730,-0.154548
3.680,119540,6.349423,4.007894,6.976704,0.158812,-0.169204,-0.317357
3.700,119560,6.521805,4.204218,6.856994,0.145355,-0.219832,-0.453519
3.720,119580,6.411672,4.352659,6.732495,0.106319,-0.239417,-0.559438
3.740,119600,6.564901,4.812346,6.574478,0.068214,-0.279253,-0.668954
3.760,119620,6.986280,5.209783,6.445191,0.078207,-0.308830,-0.791793
3.780,119640,7.196970,5.559336,6.268020,0.118176,-0.340139,-0.900510
3.800,119660,6.900089,5.521029,6.210559,0.194784,-0.345335,-0.983646
3.820,119680,6.636727,5.267244,6.129156,0.257403,-0.369850,-1.071179
3.840,119700,6.789956,5.056554,5.985504,0.261133,-0.421677,-1.127403
3.860,119720,6.325481,5.511452,5.784391,0.172534,-0.440063,-1.105153
3.880,119740,5.779603,6.263232,6.019023,0.126570,-0.391567,-1.023616
3.900,119760,5.267244,6.368577,6.076484,0.099923,-0.231822,-0.894381
3.920,119780,5.252879,6.368577,5.966351,0.042501,-0.142158,-0.754089
3.940,119800,5.683835,6.301539,5.961562,-0.023182,-0.082603,-0.637911
3.960,119820,5.932832,6.215348,5.951985,-0.092862,-0.026113,-0.516271
3.980,119840,5.635951,6.224925,6.019023,-0.149086,0.047963,-0.387037
4.000,119860,5.415684,6.330269,6.210559,-0.163342,0.117243,-0.241948
4.020,119880,5.434838,6.459556,6.445191,-0.143890,0.177730,-0.111781
4.040,119900,5.406107,6.239290,6.698977,-0.128568,0.245545,0.008127
4.060,119920,5.334281,5.913678,6.880936,-0.144423,0.251141,0.123639
4.080,119940,5.372589,5.999869,7.091625,-0.180528,0.199847,0.201446
4.100,119960,5.391742,6.186617,7.508216,-0.176665,0.204110,0.222230
4.120,119980,5.822699,6.339846,7.929596,-0.116444,0.219832,0.250475
4.140,120000,6.464345,6.042965,8.106767,-0.052760,0.259668,0.327616
4.160,120020,6.804321,5.430049,8.058883,-0.025447,0.264997,0.427273
4.180,120040,6.852205,5.090073,7.910442,-0.022783,0.223962,0.497219
4.200,120060,6.909666,4.874595,7.929596,-0.010658,0.175599,0.487093
4.220,120080,6.722919,4.553771,7.967903,0.011591,0.162142,0.398495
4.240,120100,6.493075,4.481946,7.929596,0.029711,0.140825,0.327749
4.260,120120,6.339846,4.611232,7.833828,0.077407,0.108184,0.275256
4.280,120140,6.397307,4.558560,7.766790,0.149885,0.057822,0.205176
4.300,120160,6.651093,4.501099,7.594408,0.182527,-0.042234,0.153749
4.320,120180,6.526594,4.491522,7.374141,0.158945,-0.156813,0.117510
4.340,120200,6.153099,4.683059,7.091625,0.110582,-0.301902,0.060753
4.360,120220,5.928043,5.051765,6.842628,0.075675,-0.389435,0.014123
4.380,120240,5.750873,5.487510,6.521805,0.057556,-0.426340,0.004796
4.400,120260,6.220136,6.263232,6.416461,0.050228,-0.438331,0.017986
4.420,120280,6.631939,6.651093,6.071695,0.045965,-0.353729,0.062885
4.440,120300,6.555324,6.665458,5.554548,0.063685,-0.301769,0.143090
4.460,120320,6.172252,6.469133,5.267244,0.102055,-0.294441,0.207041
4.480,120340,5.750873,6.071695,5.147533,0.114845,-0.262199,0.266462
4.500,120360,5.516241,5.592855,5.032612,0.092862,-0.259401,0.319622
4.520,120380,6.042965,5.324705,4.994305,0.039703,-0.295773,0.306299
4.540,120400,6.856994,5.272032,4.884171,-0.043167,-0.304966,0.237152
4.560,120420,7.254431,5.334281,4.759673,-0.127103,-0.314959,0.152150
4.580,120440,7.354988,5.420473,4.793192,-0.190387,-0.330280,0.067681
4.600,120460,7.201759,5.439626,4.975151,-0.231423,-0.271925,0.022116
4.620,120480,7.062895,5.588067,4.975151,-0.252873,-0.187323,0.036505
4.640,120500,7.105990,5.760449,5.109226,-0.250741,-0.103254,0.043433
4.660,120520,7.000646,5.645528,5.276821,-0.251274,-0.019985,0.009992
4.680,120540,6.866570,5.497087,5.434838,-0.278187,0.043034,-0.021717
4.700,120560,6.497863,5.339070,5.592855,-0.327482,0.091130,-0.034773
4.720,120580,6.382942,5.367800,5.894525,-0.346934,0.098591,-0.045965
4.740,120600,6.560112,5.449203,6.100426,-0.348000,0.096992,-0.056890
4.760,120620,6.646304,5.453991,6.244078,-0.334677,0.075675,-0.045565
4.780,120640,6.502652,5.410896,6.315904,-0.311095,0.039303,-0.039703
